Year,Month,Season,Vehicle_Type,Region,City,Latitude,Longitude,Sales,Price,Advertising_Expenditure,Unemployment_Rate,GDP,Recession,Revenue
2020,8,Summer,SUV,Central,St. Louis,38.627,-90.1994,54.55,34.64,30.24,8.86,73.57,1,1889.32
2019,12,Winter,Sedan,East,Philadelphia,39.9526,-75.1652,136.71,18.11,45.15,4.81,80.06,0,2475.48
2020,11,Fall,SUV,North,Detroit,42.3314,-83.0458,65.38,40.5,49.52,8.4,66.74,1,2648.37
2017,5,Spring,SUV,South,Miami,25.7617,-80.1918,193.97,26.88,45.1,5.79,77.23,0,5213.71
2015,7,Summer,Van,West,Seattle,47.6062,-122.3321,121.38,31.71,35.67,5.34,70.21,0,3848.53
2018,5,Spring,Coupe,Central,Denver,39.7392,-104.9903,124.64,31.67,29.99,4.03,76.96,0,3947.04
2017,10,Fall,SUV,Central,St. Louis,38.627,-90.1994,149.74,32.18,45.68,5.08,74.4,0,4818.13
2021,6,Summer,Sedan,Central,Denver,39.7392,-104.9903,50.61,21.28,35.66,10.54,63.79,1,1077.01
2022,6,Summer,Truck,Central,Denver,39.7392,-104.9903,227.18,46.03,30.96,3.19,85.34,0,10456.58
2017,6,Summer,Sedan,West,Los Angeles,34.0522,-118.2437,127.59,18.4,50.71,3.18,70.11,0,2347.61
2018,3,Spring,Sedan,North,Chicago,41.8781,-87.6298,119.83,23.48,46.74,5.52,75.26,0,2814.04
2020,11,Fall,Coupe,East,Philadelphia,39.9526,-75.1652,40.47,33.29,49.45,10.84,73.25,1,1347.19
2023,10,Fall,Truck,South,Dallas,32.7767,-96.797,158.65,33.06,62.28,4.96,76.06,0,5244.16
2015,6,Summer,SUV,West,Phoenix,33.4484,-112.074,157.27,37.18,47.41,4.8,71.99,0,5846.75
2021,4,Spring,Sedan,East,Baltimore,39.2904,-76.6122,52.25,29.28,49.79,9.63,63.1,1,1529.75
2020,6,Summer,SUV,East,Charlotte,35.2271,-80.8431,86.99,39.65,34.48,8.69,64.16,1,3449.08
2016,9,Fall,Sedan,North,Boston,42.3601,-71.0589,119.94,27.26,18.69,6.57,71.05,0,3269.55
2015,6,Summer,SUV,South,Dallas,32.7767,-96.797,164.2,33.19,66.27,4.53,65.66,0,5450.56
2022,2,Winter,Sedan,East,Baltimore,39.2904,-76.6122,115.12,22.32,40.81,6.5,83.33,0,2568.89
2018,1,Winter,Truck,South,Dallas,32.7767,-96.797,120.22,42.94,90.21,5.79,74.62,0,5162.24
2021,4,Spring,Van,East,Washington,38.9072,-77.0369,61.43,28.38,68.96,8.18,68.43,1,1743.65
2022,3,Spring,SUV,East,Charlotte,35.2271,-80.8431,161.67,30.88,30.48,3.05,78.71,0,4992.99
2019,12,Winter,Truck,North,New York,40.7128,-74.006,152.6,40.6,49.6,3.67,75.98,0,6194.92
2016,1,Winter,Coupe,East,Charlotte,35.2271,-80.8431,77.51,30.26,43.52,4.18,65.72,0,2344.96
2021,5,Spring,Coupe,North,Boston,42.3601,-71.0589,52.4,27.13,75.29,9.05,69.32,1,1421.47
2022,1,Winter,Sedan,West,Los Angeles,34.0522,-118.2437,147.37,33.28,75.95,4.29,79.08,0,4904.43
2023,7,Summer,SUV,West,Los Angeles,34.0522,-118.2437,190.68,36.58,63.37,5.54,81.57,0,6974.37
2020,3,Spring,Hatchback,East,Charlotte,35.2271,-80.8431,50.91,17.64,68.74,7.59,64.21,1,897.95
2021,2,Winter,SUV,West,Los Angeles,34.0522,-118.2437,69.16,41.53,20.17,7.2,73.26,1,2872.66
2020,11,Fall,SUV,South,Dallas,32.7767,-96.797,62.43,33.45,45.91,11.3,63.74,1,2088.17
2023,6,Summer,Electric,South,Dallas,32.7767,-96.797,223.7,43.83,29.76,4.29,86.02,0,9804.01
2019,5,Spring,Hybrid,North,Detroit,42.3314,-83.0458,143.31,26.32,21.8,3.94,74.77,0,3772.11
2021,3,Spring,Truck,South,Houston,29.7604,-95.3698,54.01,42.05,39.58,9.61,70.97,1,2270.97
2017,11,Fall,SUV,West,Los Angeles,34.0522,-118.2437,155.4,32.11,52.57,5.75,76.11,0,4989.75
2016,10,Fall,Hatchback,East,Charlotte,35.2271,-80.8431,100.2,24.73,21.04,5.09,73.75,0,2477.84
2021,11,Fall,Sedan,North,Detroit,42.3314,-83.0458,137.56,31.17,45.25,6.14,76.41,0,4288.29
2023,7,Summer,Sedan,Central,St. Louis,38.627,-90.1994,144.98,27.85,36.99,5.52,80.17,0,4037.06
2019,8,Summer,Hybrid,North,Detroit,42.3314,-83.0458,173.18,32.67,76.27,5.19,76.65,0,5657.49
2019,6,Summer,Hatchback,Central,St. Louis,38.627,-90.1994,133.61,15.73,46.02,4.36,81.73,0,2101.28
2020,12,Winter,Hatchback,East,Charlotte,35.2271,-80.8431,42.69,28.09,58.27,9.28,68.93,1,1199.44
2021,9,Fall,SUV,East,Philadelphia,39.9526,-75.1652,162.9,25.73,36.96,5.35,86.21,0,4191.62
2016,1,Winter,Electric,West,Seattle,47.6062,-122.3321,137.52,40.53,50.85,4.76,71.02,0,5573.03
2023,6,Summer,Van,South,Houston,29.7604,-95.3698,143.3,27.34,47.43,5.15,77.94,0,3918.12
2023,2,Winter,Truck,North,Detroit,42.3314,-83.0458,136.37,39.9,51.11,4.78,80.42,0,5441.71
2021,6,Summer,Truck,West,Seattle,47.6062,-122.3321,79.85,39.57,35.3,9.84,80.29,1,3159.76
2016,9,Fall,SUV,North,Boston,42.3601,-71.0589,122.19,31.55,66.02,5.75,71.06,0,3855.34
2017,11,Fall,Truck,North,Boston,42.3601,-71.0589,138.36,37.39,61.37,5.0,76.82,0,5173.7
2021,10,Fall,Hatchback,North,Detroit,42.3314,-83.0458,139.32,20.18,77.94,4.31,78.95,0,2810.9
2019,5,Spring,Van,South,Dallas,32.7767,-96.797,121.58,34.04,61.71,5.95,76.57,0,4139.01
2015,8,Summer,Truck,North,Detroit,42.3314,-83.0458,133.25,32.8,13.2,3.87,73.04,0,4371.22
2019,11,Fall,Van,South,Miami,25.7617,-80.1918,133.78,33.12,47.46,5.63,79.49,0,4431.22
2015,5,Spring,Truck,South,Dallas,32.7767,-96.797,142.88,25.81,40.41,3.98,72.45,0,3687.87
2018,7,Summer,Hatchback,East,Charlotte,35.2271,-80.8431,145.3,20.86,36.97,4.4,77.33,0,3031.17
2021,8,Summer,Sedan,North,Boston,42.3601,-71.0589,167.72,24.88,43.0,4.45,74.98,0,4172.47
2020,12,Winter,Electric,South,Houston,29.7604,-95.3698,45.59,46.45,47.43,11.64,66.64,1,2117.74
2016,3,Spring,Electric,North,Boston,42.3601,-71.0589,219.97,41.84,59.98,4.15,72.06,0,9202.42
2015,8,Summer,SUV,South,Miami,25.7617,-80.1918,181.85,31.94,55.83,4.75,71.2,0,5808.15
2018,2,Winter,Sedan,South,Atlanta,33.749,-84.388,130.52,24.46,52.76,5.25,73.78,0,3192.22
2015,4,Spring,Hybrid,North,Detroit,42.3314,-83.0458,162.95,30.54,41.51,3.79,74.2,0,4975.8
2017,1,Winter,Sedan,Central,Denver,39.7392,-104.9903,112.27,30.77,10.99,5.72,70.88,0,3454.16
2017,6,Summer,Hybrid,West,Phoenix,33.4484,-112.074,176.96,26.65,30.13,6.91,72.9,0,4715.65
2015,1,Winter,SUV,South,Atlanta,33.749,-84.388,109.74,38.98,37.28,5.0,68.16,0,4277.33
2015,1,Winter,Electric,Central,Denver,39.7392,-104.9903,120.29,55.55,31.82,5.88,69.93,0,6682.25
2016,3,Spring,SUV,North,Chicago,41.8781,-87.6298,150.14,37.18,55.12,6.45,74.9,0,5582.77
2020,9,Fall,Van,Central,St. Louis,38.627,-90.1994,58.08,31.25,23.97,7.5,66.61,1,1814.73
2015,6,Summer,Van,South,Atlanta,33.749,-84.388,153.01,28.63,57.2,3.56,67.35,0,4380.47
2019,11,Fall,Sedan,South,Atlanta,33.749,-84.388,114.79,26.95,52.8,5.94,78.52,0,3093.44
2018,10,Fall,Sedan,South,Dallas,32.7767,-96.797,127.67,27.4,51.22,6.93,74.68,0,3498.46
2019,3,Spring,Truck,Central,Denver,39.7392,-104.9903,190.84,28.09,43.63,6.29,79.92,0,5360.03
2020,4,Spring,Electric,South,Houston,29.7604,-95.3698,71.89,53.29,71.66,7.99,67.51,1,3831.0
2022,5,Spring,Sedan,Central,Minneapolis,44.9778,-93.265,161.12,25.25,70.17,3.0,85.29,0,4067.43
2022,1,Winter,Van,South,Dallas,32.7767,-96.797,119.16,31.5,64.8,4.41,78.79,0,3753.39
2016,10,Fall,Electric,South,Dallas,32.7767,-96.797,194.59,39.11,67.45,4.67,73.99,0,7609.56
2020,4,Spring,Hatchback,East,Charlotte,35.2271,-80.8431,94.37636628906827,15.0,36.29,10.02,61.28,1,706.89
2016,3,Spring,SUV,West,Los Angeles,34.0522,-118.2437,159.36,29.19,80.2,5.46,71.45,0,4651.56
2018,5,Spring,Coupe,North,Detroit,42.3314,-83.0458,128.42,36.59,40.81,3.72,73.71,0,4699.61
2016,3,Spring,Sedan,West,Phoenix,33.4484,-112.074,102.55,34.24,35.19,5.95,71.17,0,3511.28
2018,1,Winter,Hybrid,South,Miami,25.7617,-80.1918,102.52,31.84,60.44,5.68,72.7,0,3264.22
2021,2,Winter,Sedan,Central,Kansas City,39.0997,-94.5786,66.24,30.68,32.48,7.33,74.73,1,2032.49
2016,11,Fall,SUV,East,Washington,38.9072,-77.0369,146.72,29.04,45.76,5.71,69.34,0,4260.5
2016,4,Spring,SUV,South,Houston,29.7604,-95.3698,166.86,37.37,60.04,4.81,72.33,0,6235.48
2020,7,Summer,SUV,North,New York,40.7128,-74.006,74.82,32.47,34.59,10.09,65.77,1,2429.59
2023,5,Spring,SUV,West,Los Angeles,34.0522,-118.2437,189.78,38.14,34.28,5.2,82.84,0,7238.78
2017,11,Fall,Truck,North,Chicago,41.8781,-87.6298,132.87,36.2,53.11,5.9,71.97,0,4809.92
2017,7,Summer,Hybrid,East,Baltimore,39.2904,-76.6122,177.53,29.64,27.53,5.24,82.16,0,5262.55
2020,2,Winter,Truck,North,Chicago,41.8781,-87.6298,120.79,38.14,51.63,6.14,77.71,0,4606.65
2021,2,Winter,Sedan,West,Phoenix,33.4484,-112.074,45.46,24.55,41.9,9.41,75.08,1,1116.0
2017,10,Fall,Hatchback,West,Phoenix,33.4484,-112.074,226.88652014753143,19.86,53.69,5.57,73.42,0,2046.9
2020,11,Fall,SUV,South,Dallas,32.7767,-96.797,56.27,24.96,49.18,11.33,65.53,1,1404.56
2015,5,Spring,Electric,South,Dallas,32.7767,-96.797,207.38,40.8,64.43,3.32,73.27,0,8460.37
2015,12,Winter,Sedan,Central,Kansas City,39.0997,-94.5786,112.6,20.55,42.51,4.76,71.93,0,2313.85
2019,4,Spring,Electric,West,Seattle,47.6062,-122.3321,186.65,34.91,50.44,4.73,80.21,0,6516.25
2021,11,Fall,SUV,West,Seattle,47.6062,-122.3321,161.43,42.76,72.8,4.25,74.55,0,6902.92
2021,8,Summer,Hatchback,North,Boston,42.3601,-71.0589,107.5,22.65,52.78,6.72,78.35,0,2435.32
2022,4,Spring,Sedan,Central,Kansas City,39.0997,-94.5786,94.77,24.5,32.21,6.76,79.27,0,2321.91
2015,4,Spring,SUV,East,Philadelphia,39.9526,-75.1652,159.83,43.5,59.89,4.56,71.28,0,6952.68
2019,8,Summer,SUV,West,Los Angeles,34.0522,-118.2437,200.07,42.53,67.13,4.66,71.87,0,8508.48
2020,2,Winter,Electric,East,Baltimore,39.2904,-76.6122,134.78,43.84,25.57,5.59,77.03,0,5909.15
2022,10,Fall,Electric,South,Houston,29.7604,-95.3698,184.86,49.59,43.64,3.0,78.37,0,9166.39
2016,3,Spring,Hatchback,Central,Minneapolis,44.9778,-93.265,113.87,19.17,17.08,4.27,71.91,0,2183.27
2015,5,Spring,Coupe,East,Charlotte,35.2271,-80.8431,122.2,38.21,33.19,4.38,66.28,0,4669.72
2020,9,Fall,Hybrid,East,Baltimore,39.2904,-76.6122,52.56,33.68,53.98,11.01,69.4,1,1770.29
2020,7,Summer,Coupe,North,New York,40.7128,-74.006,60.95,28.19,54.62,7.59,65.13,1,1718.47
2019,2,Winter,Coupe,South,Dallas,32.7767,-96.797,86.49,27.69,25.93,5.68,77.66,0,2394.95
2020,5,Spring,Sedan,West,Phoenix,33.4484,-112.074,58.64,27.88,48.09,8.59,64.92,1,1635.11
2017,1,Winter,Sedan,Central,Kansas City,39.0997,-94.5786,105.49,22.68,36.04,4.94,78.79,0,2392.84
2022,3,Spring,SUV,Central,Minneapolis,44.9778,-93.265,180.15,37.47,37.29,5.28,84.32,0,6751.09
2020,2,Winter,SUV,East,Washington,38.9072,-77.0369,130.36,27.83,30.6,5.09,77.27,0,3627.71
2020,11,Fall,SUV,Central,Denver,39.7392,-104.9903,62.83,40.6,63.42,9.24,58.94,1,2550.99
2022,5,Spring,SUV,East,Charlotte,35.2271,-80.8431,564.6236519261573,32.69,57.96,7.05,77.13,0,5178.59
2019,6,Summer,Hatchback,Central,Kansas City,39.0997,-94.5786,147.82,16.43,66.05,4.81,78.31,0,2428.8
2020,8,Summer,Electric,South,Houston,29.7604,-95.3698,110.45,39.5,60.45,6.07,63.81,1,4362.22
2019,2,Winter,Hybrid,Central,Minneapolis,44.9778,-93.265,108.25,24.45,63.31,4.49,72.77,0,2646.12
2018,2,Winter,Sedan,South,Miami,25.7617,-80.1918,121.88,21.12,10.0,4.25,75.81,0,2573.52
2022,9,Fall,Coupe,South,Miami,25.7617,-80.1918,93.16,20.59,58.58,5.13,78.54,0,1918.6
2019,9,Fall,SUV,North,New York,40.7128,-74.006,148.98,37.27,47.01,4.85,73.04,0,5551.61
2018,1,Winter,Truck,North,Detroit,42.3314,-83.0458,110.68,34.37,65.76,4.72,72.86,0,3803.99
2020,12,Winter,Truck,East,Charlotte,35.2271,-80.8431,64.96,37.86,54.75,7.52,66.7,1,2458.91
2019,1,Winter,Electric,South,Atlanta,33.749,-84.388,60.126835112509916,56.54,49.1,4.85,72.8,0,8501.78
2017,6,Summer,Electric,North,New York,40.7128,-74.006,72.38390644202997,40.01,45.39,4.78,74.88,0,8829.36
2018,1,Winter,Hatchback,East,Philadelphia,39.9526,-75.1652,89.4,19.08,27.2,4.03,77.4,0,1705.85
2023,4,Spring,Coupe,South,Miami,25.7617,-80.1918,132.28,25.16,55.68,4.16,88.18,0,3328.33
2021,4,Spring,Hybrid,Central,Denver,39.7392,-104.9903,78.11,27.71,65.36,9.57,71.16,1,2164.44
2023,4,Spring,Hatchback,South,Houston,29.7604,-95.3698,151.65,19.91,61.56,5.26,80.17,0,3019.82
2017,10,Fall,SUV,West,Los Angeles,34.0522,-118.2437,137.83,30.87,42.41,6.84,75.55,0,4255.13
2018,11,Fall,Truck,West,Los Angeles,34.0522,-118.2437,154.02,35.48,49.56,3.82,75.97,0,5465.36
2023,1,Winter,Hybrid,South,Dallas,32.7767,-96.797,145.94,25.1,53.68,3.5,84.91,0,3662.94
2022,3,Spring,SUV,Central,Minneapolis,44.9778,-93.265,183.07,20.18,48.94,3.87,81.77,0,3694.55
2022,4,Spring,SUV,West,Phoenix,33.4484,-112.074,54.34713230446467,34.04,67.27,3.52,80.16,0,6523.16
2021,7,Summer,Van,South,Dallas,32.7767,-96.797,150.38,32.18,54.84,4.65,82.51,0,4839.25
2018,8,Summer,Hatchback,Central,Denver,39.7392,-104.9903,171.41,22.77,72.35,3.4,72.94,0,3902.8
2018,3,Spring,SUV,South,Dallas,32.7767,-96.797,189.27,43.1,64.22,5.11,76.44,0,8157.4
2023,2,Winter,Sedan,Central,St. Louis,38.627,-90.1994,154.77,26.04,49.6,4.0,81.73,0,4030.27
2015,11,Fall,Truck,West,Phoenix,33.4484,-112.074,77.44,37.65,63.58,5.85,69.03,0,2915.38
2021,11,Fall,Hybrid,South,Houston,29.7604,-95.3698,169.96,33.95,71.83,3.58,76.9,0,5770.94
2015,10,Fall,Sedan,West,Seattle,47.6062,-122.3321,135.06,22.21,77.72,5.42,74.6,0,3000.0
2018,6,Summer,SUV,Central,Kansas City,39.0997,-94.5786,157.39,31.61,81.1,5.67,70.87,0,4975.12
2023,4,Spring,Truck,South,Houston,29.7604,-95.3698,166.34,47.34,60.22,3.58,75.42,0,7875.17
2020,10,Fall,Sedan,North,Chicago,41.8781,-87.6298,59.66,28.12,74.08,10.44,70.49,1,1678.05
2019,4,Spring,SUV,Central,Denver,39.7392,-104.9903,187.51,36.03,51.55,3.28,79.1,0,6756.57
2021,1,Winter,Sedan,East,Baltimore,39.2904,-76.6122,101.16353759132427,25.37,20.86,8.93,72.08,1,1229.47
2021,5,Spring,Coupe,East,Washington,38.9072,-77.0369,54.82,30.01,60.07,8.85,66.29,1,1644.86
2019,6,Summer,Hybrid,North,Boston,42.3601,-71.0589,164.86,28.31,43.74,4.68,80.32,0,4666.47
2022,9,Fall,Van,East,Baltimore,39.2904,-76.6122,124.06,39.52,34.6,4.47,84.27,0,4903.35
2017,5,Spring,Hybrid,East,Washington,38.9072,-77.0369,161.52,29.9,41.04,3.78,74.5,0,4829.76
2016,7,Summer,Sedan,North,Chicago,41.8781,-87.6298,165.36,26.69,30.15,6.31,72.88,0,4414.16
2016,1,Winter,SUV,West,Phoenix,33.4484,-112.074,152.9,38.24,27.05,3.99,72.54,0,5847.67
2015,1,Winter,SUV,East,Washington,38.9072,-77.0369,127.72,42.42,46.53,4.25,69.17,0,5418.57
2023,10,Fall,Truck,East,Washington,38.9072,-77.0369,141.19,36.2,31.14,4.83,81.7,0,5111.45
2019,12,Winter,Hatchback,East,Washington,38.9072,-77.0369,96.34,23.54,68.1,6.2,74.15,0,2267.83
2017,3,Spring,SUV,Central,Kansas City,39.0997,-94.5786,169.26,32.84,34.52,4.3,71.36,0,5558.51
2023,2,Winter,Sedan,South,Houston,29.7604,-95.3698,116.19,33.56,47.34,5.97,79.46,0,3899.05
2023,9,Fall,SUV,West,San Francisco,37.7749,-122.4194,350.12748456333264,42.71,53.69,4.86,83.15,0,6858.93
2018,7,Summer,Sedan,East,Baltimore,39.2904,-76.6122,146.21,17.36,45.5,3.89,74.46,0,2538.87
2016,12,Winter,Sedan,West,San Francisco,37.7749,-122.4194,83.46,22.08,44.87,5.03,69.62,0,1842.49
2015,9,Fall,Truck,South,Houston,29.7604,-95.3698,134.46,46.46,62.15,5.49,68.17,0,6247.65
2018,10,Fall,Electric,West,San Francisco,37.7749,-122.4194,171.39,48.35,56.46,3.36,73.08,0,8285.95
2019,5,Spring,SUV,Central,Kansas City,39.0997,-94.5786,179.44,29.24,70.22,6.46,78.6,0,5246.74
2017,1,Winter,Electric,North,New York,40.7128,-74.006,162.63,42.13,45.39,4.54,74.19,0,6852.26
2018,5,Spring,SUV,North,Boston,42.3601,-71.0589,587.5136824274643,35.56,79.12,5.04,78.64,0,6438.46
2020,11,Fall,SUV,Central,Minneapolis,44.9778,-93.265,64.05,45.25,39.35,7.86,62.53,1,2898.66
2020,12,Winter,Electric,Central,Denver,39.7392,-104.9903,58.71,37.82,53.89,10.51,72.74,1,2220.81
2018,12,Winter,Van,West,Los Angeles,34.0522,-118.2437,19.028426886459968,31.4,56.73,4.67,70.49,0,2792.16
2018,1,Winter,SUV,North,Detroit,42.3314,-83.0458,112.68,34.63,51.45,4.59,73.15,0,3902.61
2022,9,Fall,Hatchback,Central,Minneapolis,44.9778,-93.265,133.11,21.51,78.94,4.22,79.82,0,2863.67
2019,10,Fall,Van,South,Houston,29.7604,-95.3698,115.35,34.51,35.98,5.02,76.1,0,3980.26
2021,5,Spring,Sedan,North,New York,40.7128,-74.006,69.79,28.48,64.49,8.14,70.12,1,1987.88
2022,8,Summer,Hatchback,West,Seattle,47.6062,-122.3321,138.9,24.64,50.68,5.19,81.39,0,3421.99
2018,3,Spring,Truck,North,Boston,42.3601,-71.0589,143.48,35.92,39.66,5.36,73.23,0,5153.67
2023,7,Summer,Electric,North,Boston,42.3601,-71.0589,253.39,43.62,24.75,4.2,88.01,0,11051.86
2017,9,Fall,SUV,North,Boston,42.3601,-71.0589,134.25,27.79,53.71,6.3,64.6,0,3730.1
2019,12,Winter,Electric,South,Miami,25.7617,-80.1918,146.24,53.52,66.25,4.79,75.06,0,7826.77
2019,10,Fall,Sedan,South,Dallas,32.7767,-96.797,104.72,25.33,36.65,5.81,74.22,0,2652.68
2018,10,Fall,Sedan,North,New York,40.7128,-74.006,142.35,29.33,59.35,4.79,69.74,0,4175.9
2022,8,Summer,SUV,Central,Kansas City,39.0997,-94.5786,194.44,35.54,54.95,5.63,85.17,0,6910.02
2015,5,Spring,Van,West,Phoenix,33.4484,-112.074,125.95,34.05,76.01,4.11,66.33,0,4288.59
2016,11,Fall,Van,East,Philadelphia,39.9526,-75.1652,109.93,34.2,59.3,5.02,74.16,0,3759.21
2018,11,Fall,Truck,Central,St. Louis,38.627,-90.1994,146.28,45.09,26.32,3.77,80.13,0,6595.12
2016,2,Winter,Van,North,Detroit,42.3314,-83.0458,74.89,22.61,65.93,5.56,67.4,0,1693.15
2021,6,Summer,SUV,East,Philadelphia,39.9526,-75.1652,92.19,42.41,39.03,9.74,73.49,1,3909.6
2021,8,Summer,Sedan,South,Houston,29.7604,-95.3698,176.94,28.63,64.28,6.16,79.3,0,5065.99
2015,6,Summer,Hybrid,South,Houston,29.7604,-95.3698,158.26,28.54,56.14,4.34,67.52,0,4517.23
2016,6,Summer,Hybrid,South,Dallas,32.7767,-96.797,190.03,27.77,81.35,3.33,72.76,0,5277.97
2022,1,Winter,SUV,West,Seattle,47.6062,-122.3321,158.93,24.69,60.31,4.85,80.29,0,3924.61
2021,2,Winter,SUV,South,Dallas,32.7767,-96.797,69.38,34.15,54.03,8.28,74.98,1,2369.19
2023,10,Fall,SUV,Central,Minneapolis,44.9778,-93.265,200.53,34.76,62.07,3.67,85.53,0,6971.26
2021,11,Fall,SUV,West,Los Angeles,34.0522,-118.2437,155.4,35.25,40.59,4.36,78.09,0,5477.4
2015,2,Winter,SUV,East,Charlotte,35.2271,-80.8431,120.16,33.66,27.39,5.9,76.0,0,4044.88
2023,3,Spring,Sedan,West,Phoenix,33.4484,-112.074,145.85,23.43,72.09,5.45,82.13,0,3417.77
2016,8,Summer,SUV,South,Miami,25.7617,-80.1918,64.92696379928378,35.76,64.31,6.98,74.59,0,7146.17
2023,6,Summer,SUV,East,Philadelphia,39.9526,-75.1652,189.58,38.27,31.25,3.71,83.24,0,7254.99
2016,1,Winter,Coupe,South,Miami,25.7617,-80.1918,94.28,28.53,57.09,4.54,73.81,0,2690.06
2018,6,Summer,Hatchback,West,Seattle,47.6062,-122.3321,136.77,19.25,38.69,6.23,75.62,0,2632.95
2018,6,Summer,Van,East,Washington,38.9072,-77.0369,137.91,30.73,26.79,4.07,73.16,0,4237.61
2019,3,Spring,Truck,Central,St. Louis,38.627,-90.1994,156.8,31.17,44.96,4.43,78.2,0,4886.8
2015,2,Winter,Coupe,East,Philadelphia,39.9526,-75.1652,74.9,26.38,48.42,5.25,70.28,0,1976.32
2019,9,Fall,Sedan,South,Dallas,32.7767,-96.797,126.35,23.59,10.0,4.51,74.32,0,2980.71
2022,9,Fall,Truck,West,Seattle,47.6062,-122.3321,164.18,34.93,23.5,5.45,82.13,0,5734.27
2021,3,Spring,SUV,West,San Francisco,37.7749,-122.4194,64.29,40.28,73.82,9.5,70.59,1,2590.0
2022,8,Summer,Sedan,North,New York,40.7128,-74.006,167.36,19.77,70.73,3.68,74.82,0,3308.77
2018,5,Spring,SUV,East,Philadelphia,39.9526,-75.1652,114.54,36.0,72.87,5.86,73.36,0,4123.2
2021,9,Fall,Electric,South,Houston,29.7604,-95.3698,153.45,47.93,70.48,5.8,73.92,0,7354.89
2019,10,Fall,Truck,East,Charlotte,35.2271,-80.8431,120.71,43.01,54.81,5.22,72.92,0,5191.46
2017,3,Spring,Coupe,East,Charlotte,35.2271,-80.8431,121.74,34.08,40.1,3.0,71.65,0,4148.63
2023,6,Summer,Sedan,North,New York,40.7128,-74.006,183.43,30.61,47.23,3.0,81.77,0,5615.3
2023,12,Winter,Sedan,Central,Denver,39.7392,-104.9903,118.89,21.9,51.37,4.8,80.56,0,2604.21
2020,1,Winter,Sedan,South,Dallas,32.7767,-96.797,124.53,21.9,65.71,5.03,78.68,0,2727.85
2017,8,Summer,Hatchback,North,Chicago,41.8781,-87.6298,135.75,17.82,56.3,6.52,73.58,0,2419.2
2020,4,Spring,Electric,West,Los Angeles,34.0522,-118.2437,69.2,54.8,45.94,9.28,65.05,1,3792.3
2016,2,Winter,Truck,North,Detroit,42.3314,-83.0458,59.0977632149706,39.32,56.6,4.68,72.49,0,5419.24
2022,7,Summer,Electric,East,Washington,38.9072,-77.0369,169.84,42.32,38.37,5.99,76.35,0,7187.12
2020,3,Spring,SUV,North,Chicago,41.8781,-87.6298,87.68,40.21,49.45,9.41,71.78,1,3525.49
2017,3,Spring,SUV,West,Phoenix,33.4484,-112.074,137.15,29.1,22.62,4.73,69.69,0,3990.7
2019,5,Spring,Van,South,Dallas,32.7767,-96.797,135.64,23.35,49.61,3.0,73.98,0,3166.98
2019,7,Summer,Electric,South,Atlanta,33.749,-84.388,204.25,41.03,25.73,5.56,76.58,0,8380.41
2021,1,Winter,Hybrid,West,Seattle,47.6062,-122.3321,56.53,33.49,71.92,9.53,68.39,1,1893.14
2023,8,Summer,SUV,Central,Minneapolis,44.9778,-93.265,229.26,32.79,55.47,4.6,88.19,0,7518.22
2015,3,Spring,Electric,North,New York,40.7128,-74.006,151.75,37.63,72.06,4.92,62.54,0,5710.7
2022,10,Fall,SUV,East,Philadelphia,39.9526,-75.1652,163.21,32.07,49.87,3.81,79.81,0,5233.87
2022,11,Fall,SUV,Central,Denver,39.7392,-104.9903,164.58,41.76,52.97,4.14,76.24,0,6873.06
2018,3,Spring,Hybrid,North,Boston,42.3601,-71.0589,138.61,30.95,54.26,3.0,69.18,0,4290.5
2015,1,Winter,Electric,West,Phoenix,33.4484,-112.074,155.9,43.57,52.59,3.87,72.59,0,6791.99
2023,7,Summer,Coupe,Central,St. Louis,38.627,-90.1994,44.04143645356488,30.56,37.43,5.76,78.37,0,2826.72
2016,2,Winter,Sedan,West,Seattle,47.6062,-122.3321,100.38,27.93,52.7,5.34,73.97,0,2803.6
2015,2,Winter,Electric,Central,Denver,39.7392,-104.9903,118.13,37.26,44.37,6.97,69.35,0,4401.14
2015,7,Summer,Coupe,South,Houston,29.7604,-95.3698,104.17,35.66,18.92,5.98,70.47,0,3714.55
2016,6,Summer,Sedan,Central,Kansas City,39.0997,-94.5786,173.05,20.46,55.4,3.93,71.62,0,3540.77
2019,7,Summer,Hybrid,South,Dallas,32.7767,-96.797,153.13,29.22,43.67,5.91,74.28,0,4473.84
2016,3,Spring,Hybrid,Central,Minneapolis,44.9778,-93.265,137.38,30.35,71.56,4.65,74.98,0,4169.62
2021,4,Spring,Truck,West,Phoenix,33.4484,-112.074,74.08,46.46,56.26,8.1,65.88,1,3441.91
2020,4,Spring,SUV,North,Boston,42.3601,-71.0589,71.61,34.64,69.0,8.28,64.1,1,2480.24
2018,3,Spring,Van,South,Miami,25.7617,-80.1918,118.43,31.86,78.59,5.82,69.21,0,3773.12
2016,6,Summer,SUV,West,San Francisco,37.7749,-122.4194,141.13,40.94,51.48,6.82,72.84,0,5778.24
2019,2,Winter,SUV,East,Philadelphia,39.9526,-75.1652,126.0,29.26,28.84,4.25,75.48,0,3686.94
2019,7,Summer,Hatchback,East,Washington,38.9072,-77.0369,127.76,22.49,18.94,4.54,76.85,0,2872.92
2016,12,Winter,SUV,Central,Minneapolis,44.9778,-93.265,107.94,37.74,61.06,4.88,72.48,0,4073.0
